title,company,description,datadate,salary_lower_range,salary_upper_range,is_remote,zipcode,city,state,job_type,experience_level
Senior Data Analyst,Somatus,1-3 years of experience working with data in a healthcare environment.create a culture of data fluency by educating stakeholders on the use of our data and…,Spring 2022,0.0,0.0,1,0,mclean,va,Data Analyst,senior
Data Analyst (Remote),Collins Aerospace,"bachelor’s degree and 5 years of prior relevant experience or.ideally has worked with erp systems data in a manufacturing environment e.g., sap (p01).",Spring 2022,0.0,0.0,1,627013,sprgfield,il,Data Analyst,0
"Junior Associate Data Analytics, Class of ",Publicis Sapient,"experience conducting data analysis through coursework, coop, and/or volunteer organizations.uncover the hidden stories about our clients’ customers discovered…",Spring 2022,0.0,0.0,0,0,united states,,Data Analyst,junior
Scrum Master/Business Analyst,Triunity software Inc.,"minimum 0-3 years of experience.elicit business requirements (features & user stories) for assigned project requests, and manage the product backlog.",Spring 2022,72800.0,156000.0,1,0,,,Data Analyst,0
Junior Data Analyst,LinQuest Corporation,"the junior data analyst will support a project working to provide the air force safety office with a tool the office can use to create modernized, informative…",Spring 2022,0.0,0.0,1,78216,san antonio,tx,Data Analyst,junior
Business Analyst Sr.-Data Cleansing,Brilliant Infotech,"bs or ms degree in business, computer science or information systems and 3-5 years equivalent work experience.o other data sources as needed.",Spring 2022,124800.0,135200.0,1,0,Remote,,Data Analyst,sr
"Data Operations Analyst, II (R-)",Dun & Bradstreet,"experience with sql (1-3 years).experience in application development [python preferred] (1-3 years).preferred experience: machine learning, web scraping, git…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst,Devcare Solutions,"we are seeking someone who has data warehouse experience with etl data flows, data analysis, understands dimensional/tabular tables and building business…",Spring 2022,166400.0,187200.0,0,0,columbus,oh,Data Analyst,0
Data Analyst,Niche,"be a part of a cross-functional product team, taking on small, data-related tasks to understand the back end in more detail.1-3 years of relevant experience.",Spring 2022,0.0,0.0,1,15232,pittsburgh,pa,Data Analyst,0
Business Analyst,SimpleCitizen,"experience as a business analyst, caseworker, or relevant experience;you will support creating and designing workflows, gathering feedback and data for…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Reporting Analyst (DC Medicaid-Remote),CareFirst BlueCross BlueShield,shape and execute reporting strategy for data collected.analyzes data and develops observations and findings based on analysis.,Spring 2022,0.0,0.0,1,200201,washgton,dc,Data Analyst,0
"Analyst, BB Marketing, Data & Services",Mastercard,you’re data and response-driven.drive data-driven content strategy with a focus on increasing organic traffic and growing leads.,Spring 2022,0.0,0.0,1,0,hybrid   boston,ma,Data Analyst,0
Business Analyst,Notarize,"demonstrated experience working in data analysis and research.self-starter, high horsepower mindset, coupled with precise attention to detail.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Business Analyst,Intellibee,"define current and future operational scenarios (processes, models, use cases).",Spring 2022,0.0,0.0,0,482436,detroit,mi,Data Analyst,0
Consumer Research & Data Analyst,Mintel,maintaining internal databases: gathering market data through secondary research such as industry or government data (eg census data).,Spring 2022,0.0,0.0,1,606061,chicago,il,Data Analyst,0
Data Scientist / Data Analyst,Strike Social,2+ years of experimental data / modeling experience.2+ years of strong mathematical and statistical data analysis experience.,Spring 2022,0.0,0.0,1,0,,,Data Scientist,0
Data Analyst - Marketing,"Stefanini, Inc","experience analyzing b2c customer/user data is required, candidates with experience working with social media or ecommerce are preferred.",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Data Analyst,Bayer,"perform exploratory data analysis and build qc pipelines.ba/bs in data science, statistics, agronomy, environmental science or a related quantitative…",Spring 2022,0.0,0.0,0,941032,san francisco,ca,Data Analyst,0
Business Analyst,"I&I Software, Inc.","experience in doing process modelling, data mapping etc.solid understanding in relational database sql, analyzing data using database tools, object oriented…",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Data Analyst,Qcom,"3-5 years experience in data visualization.strong understanding of data visualization development, data analysis process and turning information into…",Spring 2022,0.0,0.0,0,0,san francisco bay area,ca,Data Analyst,0
Freelance Writer/Data Analyst,Northstar Travel Group,"determining which charts to illustrate and provide chart data to an assigned designer.northstar meetings group, a division of northstar travel group, seeks a…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst - Ad Tech - Remote,Motive Interactive,"3-5 years’ predictive modeling experience in a professional setting, using tools such as python, r or sql.own the whole data infrastructure.",Spring 2022,0.0,0.0,1,92121,san diego,ca,Data Analyst,0
Data Analyst (Mental Health),Childrens Hospital of The Kings Daughters,"collaborates with department personnel and is data analytics to gather reporting requirements, assimilate complex data across multiple sources, builds data…",Spring 2022,0.0,0.0,0,23507,norfolk,va,Data Analyst,0
Risk Data Analyst,Mercury,"mercury is looking to hire a data analyst to help our risk team find reliable signals within our data that identify new fraud trends, refine alert thresholds on…",Spring 2022,0.0,0.0,1,0,san francisco,ca,Data Analyst,0
Population Health Data Analyst-Remote,Community Health Center,quality improvement experience with a focus on data and measurement.the position is expected to employ advanced data analytic skill to ensure that the agency…,Spring 2022,0.0,0.0,1,64571,middletown,ct,Data Analyst,0
UN Women: Data Analyst,United Nations Development Programme (UNDP),a minimum of 2 years of experience as a data analyst or business data analyst;acquire data from primary or secondary data sources and maintain the data.,Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Data Analyst,"Sykes Enterprises, Incorporated",working with carrier and logistics data is a plus.excel – (vlookup and related skills data management skills within excel).,Spring 2022,0.0,0.0,1,33913,fort myers,fl,Data Analyst,0
Data Science and Actuarial Analyst,Woodruff Sawyer,"apply data science techniques to surface unusual patterns in data.experience working as an actuarial pricing analyst, budget analyst, or data scientist with a…",Spring 2022,0.0,0.0,1,941111,san francisco,ca,Data Scientist,0
Researcher and Data Analyst,Sotheby's,"prior data analysis, data cleaning or data reformatting experience strongly preferred.confidently navigate data-dense excel files, reformat and standardize the…",Spring 2022,0.0,0.0,1,10022,new york,ny,Data Analyst,0
NTN Data Analyst and Research Assistant (Part-Time),New Tech Network,"prepare data files by exporting data and cleaning data (filtering, sorting, identifying missing data, etc.).reports on survey data (20%).",Spring 2022,0.0,0.0,0,0,san francisco,ca,Data Analyst,0
Revenue Management Analyst - Data Insights,American Express Global Business Travel,ability to translate large amounts of data into clear actionable insights.able to work with data at a detailed level while keeping an eye on the broader…,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Engineer/ Data Analyst,UNIVERSAL Technologies,"creative, big-picture thinking and high-level technical skills to design databases and data pipelines across data sources and program needs.",Spring 2022,145600.0,166400.0,0,10007,new york,ny,Data Engineer,0
Sr. Data Analyst (Remote),Carnival Corporation,"provide data support to the various teams and embedded analysts and interface with strategic customers when required.familiarity with apex & tableau, a plus.",Spring 2022,0.0,0.0,1,0,miami,fl,Data Analyst,sr
Business Analyst,AssetWorks,at least one year of business and/or product analyst experience.seeking a new business analyst that is responsible to oversee design of work and ensure…,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst,EGlobalTech,develop tailored data workbooks for various data validation exercises.extensive experience extracting and aggregating data from multiple data sources.,Spring 2022,0.0,0.0,0,0,washgton,dc,Data Analyst,0
"Data Analyst, Data Analytics Practice (Analyst, IT)",Duke Careers,"standardize methods to collect, analyze and manage data to improve data quality and the efficiency of data systems.excellent verbal and written skills.",Spring 2022,0.0,0.0,0,27701,durham,nc,Data Analyst,0
Senior Data Analyst,Samsara,"4+ years experience as a data analyst, data engineer, or related role.experience with data visualization, preferably in tableau.",Spring 2022,0.0,0.0,1,94107,san francisco,ca,Data Analyst,senior
"Analyst, Integrated Analytics",The J. M. Smucker Company,"continuously develops own capabilities in syndicated data, the trade promotion management system, account specific data, jms financial data, advanced excel…",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Jr. Business Data Analyst,RISK STRATEGIES COMPANY,understanding the data and workflow needs of the business and how to translate the data in order to meet those needs.ability to operate in us time zones.,Spring 2022,0.0,0.0,0,2110,boston,ma,Data Analyst,jr
"Data Loss Prevention Operations Analyst - Washington DC, Mou...",TikTok,"investigate and resolve incidents that involve theft or loss of consumer data, employee data, business sensitive data, and/or intellectual property.",Spring 2022,0.0,0.0,0,0,washgton,dc,Data Analyst,0
Marketing Data Analyst,Seeconds LLC,"tendrá como responsabilidad brindar apoyo al área de marketing con las diferentes campañas que se deban hacer, y también con el equipo de desarrollo de la app…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
