title,company,description,datadate,salary_lower_range,salary_upper_range,is_remote,zipcode,city,state,job_type,experience_level
Customer Data Analyst,Michael Kors,"maintains data documentation for dissemination.supports new technological integrations, upgrades, and ingestion of new data sources by validating data between…",Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Senior Data Analyst - BigBox,Meta,"5+ years experience in data manipulation/visualization tools (e.g. python/r).discover insights by analyzing data and player experiences, leading to moving the…",Spring 2022,0.0,0.0,0,981091,seattle,wa,Data Analyst,senior
"Data Analyst, Capital Markets",dv01,"comfortable with data analysis, validation, and manipulation.new family bonding. primary caregivers can take 12 weeks off 100% paid leave, while secondary…",Spring 2022,0.0,0.0,1,10010,new york,ny,Data Analyst,0
Data Analyst and Research Associate,CrecenTech,"perform internet research, data analysis, prepare excel/word reports, and make them presentable.display excellent skills in internet research, data analysis,…",Spring 2022,0.0,0.0,0,19341,exton,pa,Data Analyst,associate
Ops Data Analyst - month assignment,Informa Connect,sharp analytical skills and data interpretation capabilities.identifying and recommending new uses of the data collected.competitive benefits with 401k match.,Spring 2022,0.0,0.0,0,10016,new york,ny,Data Analyst,0
TABLEAU / PYTHON / SQL / Data Analyst,Tellus Solutions Inc,"analyze data to identify trends, patterns, insights, and discrepancies in data; ensure data accuracy, synthesize compliance data in support of strategic…",Spring 2022,96553.6,104000.0,1,0,Remote,,Data Analyst,0
Senior Data Analyst (Remote),Silicon Valley Bank,use agile engineering practices and various data development technologies to rapidly develop creative and efficient data products.© 2021 svb financial group.,Spring 2022,0.0,0.0,1,0,charlotte,nc,Data Analyst,senior
Data Analyst,Mozart Data,"3+ years as a data analyst or data engineer.be exposed to a wide variety of industries, their data, data problems, and the people solving them.",Spring 2022,0.0,0.0,0,0,san francisco,ca,Data Analyst,0
Data Management Analyst - Junior,"R&P Technologies, LLC","retrieve electronic data submittals from contractor ide and other web-based data sites.participate, facilitate, and leads data management meetings.",Spring 2022,0.0,0.0,0,0,bath,me,Data Analyst,junior
"Imaging Data Analyst, HBN",Child Mind Institute,the imaging data analyst will assist with creating scripts to check for data integrity and completeness and aid in preparing data for open data sharing…,Spring 2022,0.0,0.0,0,100221,new york,ny,Data Analyst,0
Operations Strategic Data Analyst,HealthFirst,"familiarity with data models and/or data modelling.develop complex analyses requiring the integration of multiple data sources, evaluation of data quality, and…",Spring 2022,0.0,0.0,1,1030112,staten island,ny,Data Analyst,0
Data Reporting Specialist,Michigan Public Health Institute (MPHI),"the data reporting analyst will also provide support for the statewide data system and data warehouse, maintain data to keep dashboards current, and compile…",Spring 2022,66580.79999999999,87380.79999999999,1,0,lansg,mi,Other,specialist
LATAM Markets Data Analyst,Citi,liaise between the business and multiple data repositories to understand our data architecture and lineage.design and manage a data use case project pipeline…,Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
BI & Strategy Analyst,DCM Services,strong analytical and detail-oriented aptitude.gathers and analyzes information and data; making logical decisions based on available facts and impact with…,Spring 2022,41600.0,0.0,1,0,,,Data Analyst,0
Data Analyst,SWI,"5-7 years of experience required.*.design, implement, automate and maintain large scale enterprise data etl processes.salary: from $65.00 per hour.",Spring 2022,135200.0,0.0,0,98004,bellevue,wa,Data Analyst,0
"Analyst I, Analytics Support",Neiman Marcus,"support our analyst & data science community by researching, identifying, curating & joining data sets, flattening hierarchies, and general data wrangling to…",Spring 2022,0.0,0.0,0,0,dallas,tx,Data Analyst,0
"Analyst, Business Intelligence",Van Cleef & Arpels,be able to guide and support teams to develop an overall data mindset.do you have strong attention to detail and thrive in a fast-paced environment?,Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Data Reporting Analyst,EmblemHealth,"3 – 5 years of relevant, professional work experience.further develop analytical skills and understand all sources of data.",Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,0
Data Analyst,Doximity,"at least 2 years of professional experience as a data analyst or a data scientist.collaborate with a team of product managers, analysts, and other developers…",Spring 2022,0.0,0.0,1,0,new york,ny,Data Analyst,0
Health Data Analyst (Hybrid) - Office of Health Affairs,Careers | West Virginia University,"good knowledge in handling mortality data.good knowledge in medicaid claims data and adequate understanding of using eligibility, facility header, facility…",Spring 2022,0.0,0.0,0,0,west virgia,,Data Analyst,0
Senior Analyst (Data Governance),Nestlé USA,"experience with key areas of data governance including metadata and data quality management.ability to work with diverse data sets, both static and streaming…",Spring 2022,0.0,0.0,0,0,arlgton,va,Data Analyst,senior
Data Analyst,Adyen,"data analysis - determine the necessary data required to solve a wide variety of business problems; extract required data, and draw conclusions and…",Spring 2022,0.0,0.0,0,0,san francisco,ca,Data Analyst,0
"Associate Data Analyst (Health Data Scientist,R/GIS,Remote)",The University of Pittsburgh,"minimum experience level required 3-5 years experience.additionally, the incumbent will be responsible for providing advice to peru programs and to outside…",Spring 2022,0.0,0.0,1,0,pittsburgh,pa,Data Scientist,associate
SPACES Data Analyst,North Dakota State Government,"high school diploma or ged and five (5) years of work experience in data analysis, data quality monitoring for an integrated eligibility system.",Spring 2022,0.0,0.0,1,0,north dakota,,Data Analyst,0
"Data Analyst, Pandemic Prevention Institute",ROCKEFELLER FOUNDATION,"the data analyst will join our data team – which consists of infectious disease epidemiologists, modelers, analysts, and engineers – to analyze data, develop…",Spring 2022,0.0,0.0,1,20037,washgton,dc,Data Analyst,0
Sr. Data Analyst-Remote,Ingersoll Rand,role may also include assistance with data validation for data products and supporting data quality initiatives.experience working with snowflake data cloud.,Spring 2022,0.0,0.0,1,28036,davidson,nc,Data Analyst,sr
Risk Data Analyst,"Webstaurant Store, Inc.","train the team in data skills including data collection, reporting trends and data analysis.take ownership of decisions and leverage data to back up those…",Spring 2022,0.0,0.0,1,17543,lititz,pa,Data Analyst,0
Data Analytics Strategy & Operations Associate,access2insight,leveraging data to improve business result.our team has unique experience applying rigorous analytic approaches in less “data-rich” environments (ex: consumer…,Spring 2022,0.0,0.0,0,0,chicago,il,Data Analyst,associate
Remote-Financial Crimes Data Analyst - Associate,Deutsche Bank,"a hybrid working model, allowing for in-office / work from home flexibility, generous vacation, personal and volunteer days.",Spring 2022,0.0,0.0,1,0,jacksonville,fl,Data Analyst,associate
Data Analyst,United Nations Entity for Gender Equality and the...,a minimum of 2 years of experience as a data analyst or business data analyst;acquire data from primary or secondary data sources and maintain the data.,Spring 2022,0.0,0.0,0,0,united states,,Data Analyst,0
Earned Value Business Analyst (Remote),L3Harris Technologies,"the lead, it business analyst works in it under the direction of management.this is a functional position supporting the program finance and program management…",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Business/Data Performance Analyst (Hybrid- Home & Office) (R...,Managed Health Care Associates,an understanding of relational databases and data warehouses preferred.ability to write complex queries against multiple data sets preferred.,Spring 2022,0.0,0.0,1,7932,hybrid   florham park,nj,Data Analyst,0
Operations Research Analyst,"RELI Group, Inc.","collects, analyzes, and interprets quantitative data to generate reports.ability to collect and analyze data and develop and decision support software, service…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Media Analyst,,,Spring 2022,0.0,0.0,0,0,Remote,,Data Analyst,0
Business Data Analyst (Remote),Integrated Data Services Inc.,"document data acquisition, data management and data governance processes.gather business requirements, analyze source systems, define underlying data sources…",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Senior Data Insights & Reporting Analyst,Independence Blue Cross,"captures, develops, and documents data definitions, business rules, and data quality requirements.identifies and defines both process and data improvements.",Spring 2022,0.0,0.0,0,19103,philadelphia,pa,Data Analyst,senior
Data Analyst,A P Ventures LLC,5+ years of data analysis experience required.structure large data sets to find useful information.collaborate with team members to collect and analyze data.,Spring 2022,0.0,0.0,1,0,maryland,,Data Analyst,0
Sr Analyst - Analytics and Insights,Disney Media & Entertainment Distribution,"experience with validating data and data visualization tools (i.e., tableau or google data studio).this person will also be the content strategy and analytics…",Spring 2022,0.0,0.0,0,0,glendale,ca,Data Analyst,sr
Data Intelligence Analyst REMOTE,MMIT Network,provide consultative services to clients related to mmit data/data feeds.analyze complex data sets to answer specific questions using mmit’s market access data…,Spring 2022,0.0,0.0,1,0,yardley,pa,Data Analyst,0
Business Analyst,9th Way Insignia,"as a stakeholder in the pmo, the business analyst provides inputs to continuous improvement process.routine deliverables may include a variety of data-derived…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst with Excel - D,SOFT Inc,identify improvements needed in data quality and work with the data owners to implement governance.“reverse engineer” the allocations and data relationship…,Spring 2022,0.0,0.0,1,24515,waltham,ma,Data Analyst,0
Data Analyst - Remote,Zywave,sme for dsp (data share partner) data questions.answer and address any related data issues.maintain data standards and structure by producing validation and…,Spring 2022,0.0,0.0,1,53226,milwaukee,wi,Data Analyst,0
Sr. Healthcare Data Analyst - % REMOTE,University of Massachusetts Medical School,provide oversight of advanced data mining by junior level team members; provide guidance and qa on the data for program/project integrity.,Spring 2022,0.0,0.0,0,15451,shrewsbury,ma,Data Analyst,sr
Product Data Analyst,Numerator,define queries for data feed deliveries via interpretation of data requirements and scoping documents.you will be responsible for the technical delivery of our…,Spring 2022,0.0,0.0,1,0,united states,,Data Analyst,0
Marketing Data & Insights Analyst,PointClickCare,ability to drive data driven decision making.detail oriented with ability to translate quantitative data analytics into actionable recommendations.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Data Analyst (Part-Time),Central Health,3+ years of related experience in data analysis including exposure to large data sets.clinical data and claims data preferred (medicaid or other public…,Spring 2022,0.0,0.0,0,787411,aust,tx,Data Analyst,0
Senior Data Analyst,Rangam,integrates data from multiple sources to produce requested or required data elements.data warehouse: 3 years (preferred).,Spring 2022,114400.0,135200.0,1,0,,,Data Analyst,senior
EPC Data Management Analyst,Air Products,"they are also responsible for identification of data owners and data stewards and understanding data quality rules during the project development life cycle,…",Spring 2022,0.0,0.0,1,0,allentown,pa,Data Analyst,0
Analytics Analyst,KANTAR,"deliver analytics solutions by running statistical analysis techniques on market research survey data, media data and behavioural data including:",Spring 2022,0.0,0.0,0,0,warwick,ri,Data Analyst,0
AP+ Expert Data Analytics Specialist,United Nations,"support on management and coordination of the overall data work is also required.to continue taking this work forward, an a4p+ expert data analytics specialist…",Spring 2022,0.0,0.0,0,0,new york,ny,Data Analyst,specialist
Sr Data Analytics Analyst (Remote),Bank of the West,responsible for planning and managing data analytics that provide overall data management and reporting.oversees the business line's data analytics strategy.,Spring 2022,0.0,0.0,1,0,omaha,ne,Data Analyst,sr
Finance Data Analyst,Deel,analyze netsuite and treasury processes and data.drive business strategy by proactively providing data and insights.hands-on experience in looker and lookml.,Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Data Analyst II,Marco Technologies LLC,identify applicable technology alternatives to given business data problems.build key metrics to predict the future based on past pattern and communicate to…,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Sr. Data Analyst,Curaleaf,"minimum of five (5) years directly related experience in data product management.launch new data products to the defined user community, drive adoption of new…",Spring 2022,0.0,0.0,1,0,chicago,il,Data Analyst,sr
Data Analyst,Alldus,collect new data alongside enhancing existing data sources.you would be joining a team of entrepreneurial data analysts to support the analytical operations…,Spring 2022,0.0,0.0,0,0,los angeles,ca,Data Analyst,0
Research Data Analyst,Children's Hospital of Philadelphia,analyze and abstract data with 100% accuracy.enter abstracted data into database with 100% accuracy.this role will have both project coordination and data…,Spring 2022,0.0,0.0,0,191463,philadelphia,pa,Data Analyst,0
Data and Reporting Analyst,Full Sail University,"experience as a data analyst is a plus.maintain a secure onsite archive of projects, reports, and data.managing master data, including creation, updates, and…",Spring 2022,0.0,0.0,0,32792,wter park,fl,Data Analyst,0
Data Science Analyst,bp,assist end users with various data mining and validation checks for vital reporting by become an authority in olap data reporting.,Spring 2022,0.0,0.0,0,0,louisville,ky,Data Scientist,0
Population Health Data Analyst Sr,Advocate Aurora Health,"advanced data storytelling and visualization skills for all customer levels.typically requires 5 years of experience in accounting, finance, or analytics…",Spring 2022,0.0,0.0,0,605151,downers grove,il,Data Analyst,sr
Data Management Analyst,The Neil Jones Food Company,"works with data owners and stakeholders to understand, document and identify opportunities for modifying, automating, and streamlining data management processes…",Spring 2022,0.0,0.0,0,98666,vancouver,wa,Data Analyst,0
Business Intelligence Analyst (% Remote),PrimeStreet,attention to detail with a high level of data integrity and accuracy.solve complex business problems by converting raw data into meaningful and actionable…,Spring 2022,0.0,0.0,1,3278911,orlando,fl,Data Analyst,0
Senior Data Analyst,data.ai,"4+ working years experience in data quality or data analysis.as a senior data analyst, you will be working on data profiling, data quality monitoring, data…",Spring 2022,0.0,0.0,1,0,san francisco,ca,Data Analyst,senior
"Analyst, Data and Analysis",Digitas,identifying nuances in data to optimize our clients’ business.familiarity with excel and/or other data analysis tools such as sql or tableau a plus.,Spring 2022,0.0,0.0,0,2109,boston,ma,Data Analyst,0
Data Management Analyst,RELATION INSURANCE INC,responsible for data conversion and merger activities including ensuring quality and accuracy of data mappings.provides weekly status reports to management.,Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
Financial Data Reporting Analyst,The Aspen Institute,"minimum of 1-3 years’ working experience, excellent verbal and written communication, project and planning skills.knowledge of database software is helpful.",Spring 2022,0.0,0.0,0,20037,washgton,dc,Data Analyst,0
Operations Data Analyst,PG&E Corporation,creates automated data routines and processes for reporting and data delivery ensuring accurate data manipulation and data cleansing.,Spring 2022,0.0,0.0,0,94568,dubl,ca,Data Analyst,0
Corporate Services & Global Centers Rotational Analyst,Morgan Stanley,conduct interviews and site visits to collect data.ability to analyze data and synthesize meaningful summaries.perform due diligence reviews and follow-ups.,Spring 2022,0.0,0.0,0,10036,new york,ny,Data Analyst,0
Analyst - Data Science,Omnicom Health Group,fluent in marketing metrics and media data.the analyst will work on a wide range of data extracts and analytics to support our agencies and clients by applying…,Spring 2022,0.0,0.0,0,10014,new york,ny,Data Scientist,0
Reporting and Data Specialist,Greater Nevada Credit Union,"in-depth understanding of underlying data and data structures.the reporting and data specialist has an in-depth understanding of underlying data, data…",Spring 2022,0.0,0.0,1,0,united states,,Other,specialist
"Data Analytics, Metadata Platform Analyst",Freddie Mac,"define requirements for data governance platform (e.g. data quality, metadata, process management).deep curiosity to learn about new (meta)data governance…",Spring 2022,0.0,0.0,0,221021,mclean,va,Data Analyst,0
Data Insights + Analytics - Associate Regulatory Data Analys...,Federal Reserve Bank of San Francisco,monitor the structure data for compliance issues.analyze the data reported and assess for errors.as an associate regulatory data analyst in the nic banking…,Spring 2022,0.0,0.0,1,94105,hybrid   san francisco,ca,Data Analyst,associate
 Focused Analytics Solutions Team (FAST) Full-Time Assoc...,"JPMorgan Chase Bank, N.A.","unifying data and analytics talent across chase, the team encompasses a variety of data & analytics disciplines, from data governance and data strategy…",Spring 2022,0.0,0.0,0,0,plano,tx,Data Analyst,0
SEM Data Analyst,CLEAResult,production data manipulation and formatting.integration of data into statistical software templates.analyzing large data sets for consistency and errors.,Spring 2022,0.0,0.0,0,0,illois,,Data Analyst,0
Business Analyst (Fully Remote),PRECISIONvalue,"any data provided as a part of this application will be stored in accordance with our privacy policy.due to a high volume of applicants, qualified candidates…",Spring 2022,0.0,0.0,1,0,chicago,il,Data Analyst,0
Senior Data Analyst,CMS,"develop data automation from various sources.we have a need of one data analysts with experience with power bi, r/python to support team with ad-hoc requests…",Spring 2022,0.0,0.0,0,49201,jackson,mi,Data Analyst,senior
Data Visualization Analyst,Ocean Network Express,"assess data integrity and manage metadata.very strong sql and data analysis skills.organize large data sets into more efficient, manageable, and useful…",Spring 2022,0.0,0.0,1,23235,hybrid   richmond,va,Data Analyst,0
SQL Developer/Data Analyst Strictly on our W,Interon IT Solutions LLC,"at least five (5) years of experience in administering on-prem/cloud based multi user environments with expertise in planning, designing, building, and…",Spring 2022,104000.0,114400.0,1,0,,,Data Analyst,0
Entry Level Business Analyst,Mobile Apps US,we are looking for a business analyst who will be the vital link between our information technology capacity and our business objectives by supporting and…,Spring 2022,67600.0,72800.0,0,10122,new york,ny,Data Analyst,entry level
Business Intelligence Analyst (entrance level),JAM Paper,"perform and document data analysis, data visualization, and data mapping/design.develop and own validation processes to ensure data accuracy and troubleshoot…",Spring 2022,0.0,0.0,1,0,sarasota,fl,Data Analyst,0
Senior Data Analyst,Kelly,product analyst or business process analyst experience in supply chain is desired.responsible for driving best practices with master data and will act as sme…,Spring 2022,166400.0,0.0,1,0,rochester,ny,Data Analyst,senior
Data Analyst,Encadria Staffing Solutions,"2+ years of experience in similar business intelligence, business analysis, data engineering, data analysis or data visualization role.",Spring 2022,0.0,0.0,1,0,Remote,,Data Analyst,0
REMOTE Data Analyst,Insight Global,"designing systems with a focus on data curation, data exchange, data security, data integrity, quality assurance, and information environments that may include…",Spring 2022,104000.0,114400.0,1,0,Remote,,Data Analyst,0
Data Analyst - SQL/Tableau,"Ursus, Inc.","investigate where the data lives (e.g. which table, metric) in the complex data ecosystem we have.investigative mindset willing to roll up the sleeves and…",Spring 2022,0.0,0.0,0,940253,menlo park,ca,Data Analyst,0
Business Intelligence Analyst,NMS Labs,"analyzes data output to identify and interpret trends or patterns in complex data sets.advanced knowledge of techniques of data preparation, etl, and data…",Spring 2022,0.0,0.0,0,19044,horsham,pa,Data Analyst,0
part-time Information Systems Specialist - Business Intellig...,Oregon Youth Authority,"strong ability to analyze and qa data, identify data integrity issues and make recommendations.the work involves evaluation of complex computer applications to…",Spring 2022,70616.0,106724.8,0,973012,salem,or,Other,specialist
Business Continuity and Internal Control Analyst,First Republic Bank,the ability to review and analyze data reports and manuals.must be able to review and analyze data reports and manuals; must be computer proficient.,Spring 2022,0.0,0.0,0,941116,san francisco,ca,Data Analyst,intern
PWM Data and Reporting Analyst,First Republic Bank,"possess a strong foundation in data analytics, an understanding and foundation in data science.5+ years of experience writing advanced sql, performance tuning…",Spring 2022,0.0,0.0,0,941111,san francisco,ca,Data Analyst,0
"Analyst, Marketing and CRM Analytics","Virtuoso, Ltd.","the analyst, marketing & crm analytics is responsible for providing data analysis, data visualization and data modeling.2-4 years of related work experience.",Spring 2022,0.0,0.0,1,76102,fort worth,tx,Data Analyst,0
Business Objects Report Designer,Pathology Laboratory Associates,"pla is an independent group of 25 pathologists in tulsa, ok which uses a sql server data warehouse to aggregate data from disparate clinical and financial…",Spring 2022,0.0,0.0,0,74153,tulsa,ok,Other,0
Customer Master Data Analyst,MRC Global,utilize experience in data management to provide recommendations towards the improvement of master data related management process;,Spring 2022,0.0,0.0,0,25311,charleston,wv,Data Analyst,0
Data Analyst,"Virtuoso, Ltd.",experience with the principles of data analysis and data quality.develop process to ensure data quality.create effective etl processes that not only combines…,Spring 2022,0.0,0.0,0,761021,fort worth,tx,Data Analyst,0
Data Analyst,Catholic Charities of San Francisco,"monitor the quality and timeliness of program data across data systems.perform data entry, cleaning, and validation in both access points-run and external data…",Spring 2022,0.0,0.0,0,0,san francisco,ca,Data Analyst,0
Pricing Analyst,Pilkington North America Inc.,"ability to travel up to 5% of the time as business needs require – domestic and international.ability to analyze data, evaluate alternatives and make…",Spring 2022,0.0,0.0,0,430811,columbus,oh,Data Analyst,0
Senior Data/SQL Analyst **Fully Remote**,OnTarget,experience creating data extraction processes such as exporting raw data to excel or connecting excel to external data sources.etl or bi: 2 years (preferred).,Spring 2022,0.0,0.0,1,0,,,Data Analyst,senior
Senior Data Analyst I,WCG,construct data frameworks for analyzing data; analyze data using standard methods including.the senior data analyst i executes work in the management of…,Spring 2022,0.0,0.0,0,0,chicago,il,Data Analyst,senior
Senior Data Analyst,Aperia,strong attention to detail and ability to spot inconsistencies in the data and analyses.3+ years of relevant data analytics experience.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,senior
Sr. Business Analyst,MidFirst Bank,the project manager will be an important member of our operations planning and analysis team in corporate technology and will be involved in conducting process…,Spring 2022,0.0,0.0,0,73118,oklahoma city,ok,Data Analyst,sr
Business Analyst/Technical Trainer (Remote),Community Brands,requires 1-3 years of related experience.provides training on product functionality to customer stakeholders during the product lifecycle.a day in the life.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Business Analyst,iPartner Staffing,business analyst: 9 years (required). experience in working with software platform development as business analyst. problem analysis and resolution skills.,Spring 2022,104000.0,145600.0,1,0,,,Data Analyst,0
Data Analyst,Envision,"perform exploratory data analysis and build qc pipelines.ba/bs in data science, statistics, agronomy, environmental science or a related quantitative…",Spring 2022,0.0,0.0,0,0,sat louis,or,Data Analyst,0
Residential Energy Auditor (Analyst),Center for EcoTechnology,accurately enter audit data into appropriate databases and complete documentation and reports in a timely manner.,Spring 2022,0.0,0.0,0,1840,lawrence,ma,Data Analyst,0
Sr. BI Analyst - Campaign Analytics,Horizontal Talent,"understanding relational databases, data warehousing, data mining and olap.experienced in research and coming up with data insights to make business decisions.",Spring 2022,0.0,0.0,0,0,mneapolis,mn,Data Analyst,sr
"Business Analyst, Business Transformation",Imagine Learning,"2+ years of industry experience using data analytics to produce impactful insights, including knowing how to deal with imperfections in data.",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Enterprise Data Governance (EDG) Analyst,CNA Insurance,"experience with reference data, master data, data modeling, data analytics, metadata, glossary and data lineage.minimum of 3 years data management experience.",Spring 2022,0.0,0.0,1,606041,chicago,il,Data Analyst,0
Business Analyst,Envision,"contract to hire position in purchase, ny (or o'fallon mo). - hybrid in-office/work from home.ok to start remote as long as there is a short-term plan to be…",Spring 2022,0.0,0.0,1,0,purchase,ny,Data Analyst,0
"Analyst, Revenue Management",Universal Orlando,experience: 3-5 years of financial experience required; or equivalent combination of education and experience.8009 budgeting 8004 financial analysis.,Spring 2022,0.0,0.0,0,0,orlando,fl,Data Analyst,0
"Data Analyst, IT Applications Engineering",Tesla,"work on special projects related to data as assigned.develop and demonstrate expertise in communicating data related topics, including reporting.",Spring 2022,0.0,0.0,0,0,aust,tx,Data Engineer,0
SQL Data Analyst,WebhelpUS,strong grasp on data structure and data integrity issues.attention to detail and work ethic for dealing with a variety of data issues.,Spring 2022,0.0,0.0,0,980211,bothell,wa,Data Analyst,0
Employee Benefits Data Analyst,HUB International,"required experience: 2-5 years of relevant experience.must be thorough, detail-oriented and is responsible for working with confidential information.",Spring 2022,0.0,0.0,0,68182,omaha,ne,Data Analyst,0
Navy Maintenance Analyst,"Antech Systems, Inc.",analyze data from various sources and apply critical thinking.5-7 years’ experience using sked 3.2 software.candidates must have a working knowledge of sked 3…,Spring 2022,0.0,0.0,0,0,san diego,ca,Data Analyst,0
Business Intelligence & Reporting Analyst,BankUnited,"applies data analytics and modelling to identify financial opportunities for business lines.all team members are expected to have strong communication excel,…",Spring 2022,0.0,0.0,0,33016,miami lakes,fl,Data Analyst,0
REMOTE - Senior Business Analyst,National General Insurance,5 or more years of related experience.the business analyst (ba) technician participates in the analysis and design efforts for complex projects and business…,Spring 2022,0.0,0.0,1,83705,boise,id,Data Analyst,senior
IT Business Analyst,ABB OPTICAL Group,the business analyst thoroughly understands business activities to ensure projects are relevant and impactful.bachelors degree in related field.,Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Senior Insights Data Analyst - Real Estate (Remote or Hybrid...,Burlington Stores,"support data gathering and transformation into systems including ownership competitor data, demographic, traffic counts, and more.",Spring 2022,0.0,0.0,1,80161,burlgton,nj,Data Analyst,senior
Data Analyst,Boston IVF,work with all company applications to maintain and improve data integrity (for current and historical data.microsoft office: 5 years (preferred).,Spring 2022,0.0,0.0,1,2451,hybrid   waltham,ma,Data Analyst,0
IT Business Analyst,Acra Lending,strong analytical skills and ability to draw conclusions based on data.may collect and assemble data from multiple sources in order to promote better…,Spring 2022,0.0,0.0,0,92630,lake forest,ca,Data Analyst,0
CAT Modeler/Data Analyst,Core Specialty Insurance,keen mind for data visualizations techniques.functional knowledge of alteryx or other data science toolkit.supplement use and knowledge of catastrophe models…,Spring 2022,0.0,0.0,1,0,temporarily   chicago,il,Data Analyst,0
Senior Data Services Analyst,Candid.,experience building reporting data models.minimum of 5 years of related experience.experience in receiving and interpreting requests for and questions about…,Spring 2022,0.0,0.0,1,0,hybrid,,Data Analyst,senior
IT and Data Risk Analyst,Associated Bank,"the program will also establish and maintain consistent and effective data governance to include standard data definitions and documentation, centralized…",Spring 2022,0.0,0.0,1,53201,milwaukee,wi,Data Analyst,0
Sr. Market Research Analyst (hybrid),WashREIT,"devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",Spring 2022,0.0,0.0,1,0,hybrid   washgton,dc,Data Analyst,sr
ICT Data Analyst,Kerry,ability to analyze large amounts of complex data.template contents and prompt su/ws engagement through business data team.,Spring 2022,0.0,0.0,0,0,ireland,wv,Data Analyst,0
Workday Data Analyst,Aureus Group,"2+ years’ experience with data analysis in a professional environment.test business processes, reports, & security designs to use data within workday.",Spring 2022,0.0,0.0,0,68154,omaha,ne,Data Analyst,0
CARE*Link Epic Cogito Report Writer/Business Analyst,The Queen's Medical Center,"occasional: standing, stooping/bending, climbing stairs, walking on uneven ground, lifting and carrying usual weight of 1 pound up to 5 pounds, reaching above,…",Spring 2022,0.0,0.0,0,0,Remote,,Data Analyst,0
Business Intelligence Analyst,Amica Mutual Insurance Company,"reviewing and documenting new and existing data sources to ensure integrity of data collection and utilization.100 amica way, lincoln, ri.",Spring 2022,0.0,0.0,0,28652,lcoln,ri,Data Analyst,0
Business Intelligence Analyst,Buckeye Broadband,the business intelligence analyst will be expected to provide data driven conclusions and recommendations utilizing various data resources.,Spring 2022,0.0,0.0,0,0,northwood,oh,Data Analyst,0
Data Analyst III -,Managed Care Advisors,"work with key stakeholders to develop and maintain data standards and common data elements for data collection.if so, this is a phenomenal opportunity for you.",Spring 2022,0.0,0.0,0,20814,bethesda,md,Data Analyst,0
Data Analyst,Orion Solutions LLC,"ability to analyze data and detect trends.3 years’ experience in reviewing, updating and evaluating navy training management corporate database systems such as…",Spring 2022,0.0,0.0,0,60088,great lakes,il,Data Analyst,0
Data Analyst,Eaton Group Attorneys,"identify new sources of data and methods to improve data collection, analysis, and reporting.analyze data and systems to rehabilitate or create effective…",Spring 2022,41600.0,52000.0,0,70801,baton rouge,la,Data Analyst,0
Data Analyst - SQL/Tableau,"Ursus, Inc.","investigate where the data lives (e.g. which table, metric) in the complex data ecosystem we have.clearly understand our business and the questions we are…",Spring 2022,0.0,0.0,0,940253,menlo park,ca,Data Analyst,0
Data Analyst,"Datrose, Inc","ability to formulate functional and technical requirements from business problems, build data pipelines that clean, transform, and aggregate unorganized data…",Spring 2022,108160.0,124800.0,0,0,orlando,fl,Data Analyst,0
Business Analyst II,Unum,identify data sources and gather and analyze data relevant to processes impacted by the solutions being created.has 4+ years’ experience in business analysis.,Spring 2022,0.0,0.0,1,0,united states mor outlyg islands,,Data Analyst,0
Compliance Data Trend Analyst,MoneyGram,analyzes and mines data in the various data sources to explain trends that appear on standard reports.the incumbent is responsible for analyzing and mining…,Spring 2022,0.0,0.0,0,0,dallas,tx,Data Analyst,0
Sr Business Analyst,GovCIO,"bachelor's with 5-8 years (or commensurate experience).work with stakeholders to understand their business objectives, issues and data challenges.",Spring 2022,0.0,0.0,0,220331,fairfax,va,Data Analyst,sr
Data Analyst,firstPRO Inc.,identify improvements needed in data quality and work with the data owners to implement governance.“reverse engineer” the allocations and data relationship…,Spring 2022,83200.0,93600.0,1,0,waltham,ma,Data Analyst,0
Business Analyst,National Cooperative Bank,"3-5 years in similar positions.this includes gathering and analyzing data and requirements in support of business cases, proposed projects, and systems…",Spring 2022,0.0,0.0,0,0,arlgton,va,Data Analyst,0
Program Analyst,CACI,3-5 years of experience in program management or analytics.analyze data to identify trends and feed changes back into cost estimates and cost phasing…,Spring 2022,0.0,0.0,0,200051,washgton,dc,Data Analyst,0
